id,file_path,image_file_name,SEM_number_image,SEM_number_image_conf,scientific_name_filename,SEM_number_filename,angle_filename
11466,images/Hymenoptera/Pompilidae/Ceropales maculata female (2ventral) .jpg,Ceropales maculata female (2ventral) .jpg,SEM-UBC,0.9997651546565642,Ceropales maculata female,,ventral
12071,images/Hymenoptera/Sphecidae/Prionyx atratus female (4front) .jpg,Prionyx atratus female (4front) .jpg,SEM-UBC,0.8580224743605303,Prionyx atratus female,,front
12395,images/Hymenoptera/Andrenidae/Andrena nevadensis (3lateral).jpg,Andrena nevadensis (3lateral).jpg,SEM-UBC HY-3208,0.7636715237745956,Andrena nevadensis,,lateral
12540,images/Neuroptera/Hemerobiidae/Micromus variolosus (3lateral).jpg,Micromus variolosus (3lateral).jpg,SEM-UBC,0.574070391145989,Micromus variolosus,,lateral
12703,images/Dermaptera/Anisolabididae/Euborellia annulipes (1dorsal) .jpg,Euborellia annulipes (1dorsal) .jpg,OCR FAILED,0,Euborellia annulipes,,dorsal
12724,images/Lepidoptera/Lasiocampidae/Phyllodesma americana (3lateral).jpg,Phyllodesma americana (3lateral).jpg,OCR FAILED,0,Phyllodesma americana,,lateral
13776,images/Lepidoptera/Noctuidae/Plusiinae/Chrysodeixis chalcites (1dorsal).jpg,Chrysodeixis chalcites (1dorsal).jpg,SEM-UBC,0.995876959189191,Chrysodeixis chalcites,,dorsal
13795,images/Lepidoptera/Noctuidae/Plusiinae/Plusia putnami (2ventral).jpg,Plusia putnami (2ventral).jpg,SEM-UBC NOC-1OOO,0.7783464545426294,Plusia putnami,,ventral
14013,images/Lepidoptera/Crambidae/Stichroa chortalis (2ventral).jpg,Stichroa chortalis (2ventral).jpg,SEM-UBC,0.6815129935952199,Stichroa chortalis,,ventral
14183,images/Lepidoptera/Erebidae/Lymantriinae/Leucoma salicis male (2ventral).jpg,Leucoma salicis male (2ventral).jpg,SEM-UBC LYM40046,0.4959970754101237,Leucoma salicis male,,ventral
14410,images/Lepidoptera/Erebidae/Arctiinae/Arctia caja female (2ventral).jpg,Arctia caja female (2ventral).jpg,SEM-UBC ARCH02412,0.33160346332118157,Arctia caja female,,ventral
14907,images/Lepidoptera/Papilionidae/Parnassius phoebus sayii male (2ventral).jpg,Parnassius phoebus sayii male (2ventral).jpg,SEM-UBC PAP-03,0.7921242687170031,Parnassius phoebus sayii male,,ventral
14959,images/Lepidoptera/Sphingidae/Manduca quinquemaculata female (1dorsal).jpg,Manduca quinquemaculata female (1dorsal).jpg,OCR FAILED,0,Manduca quinquemaculata female,,dorsal
14967,images/Lepidoptera/Sphingidae/Sphinx drupiferarum female (1dorsal).jpg,Sphinx drupiferarum female (1dorsal).jpg,SEM-UBC SPH-0.86,0.22074110548342515,Sphinx drupiferarum female,,dorsal
15351,images/Lepidoptera/Lycaenidae/Celastrina lucia female form A (1dorsal).jpg,Celastrina lucia female form A (1dorsal).jpg,SEM-UBC,0.9855217573766341,Celastrina lucia female form A,,dorsal
15986,images/Diptera/Hippoboscidae/Crataerina pallida (2ventral).jpg,Crataerina pallida (2ventral).jpg,OCR FAILED,0,Crataerina pallida,,ventral
15993,images/Diptera/Hippoboscidae/Pseudolynchia canariensis (2ventral).jpg,Pseudolynchia canariensis (2ventral).jpg,OCR FAILED,0,Pseudolynchia canariensis,,ventral
16135,images/Diptera/Coelopidae/Coelopa sp form A (1dorsal) .jpg,Coelopa sp form A (1dorsal) .jpg,OCR FAILED,0,Coelopa sp form A,,dorsal
16215,images/Diptera/Hybotidae/Leptopeza disparilis (3lateral) .jpg,Leptopeza disparilis (3lateral) .jpg,SEM-UBC EP-0465,0.8167823521680139,Leptopeza disparilis,,lateral
16277,images/Diptera/Bombyliidae/Bombylius validus female (3lateral).jpg,Bombylius validus female (3lateral).jpg,SEM-UBC,0.904897619746725,Bombylius validus female,,lateral
16431,images/Diptera/Bombyliidae/Bombylius pygmaeus (3lateral).jpg,Bombylius pygmaeus (3lateral).jpg,SEM-UBC,0.9498769590859975,Bombylius pygmaeus,,lateral
16712,images/Diptera/Sarcophagidae/Fletcherimyia fletcheryi (4front).jpg,Fletcherimyia fletcheryi (4front).jpg,SEM-UBC SAR0031,0.6827840957678311,Fletcherimyia fletcheryi,,front
16835,images/Diptera/Anthomyiidae/Leucophora fusca (4front).jpg,Leucophora fusca (4front).jpg,SEM-UBC /-0102,0.37384172213548944,Leucophora fusca,,front
17118,images/Diptera/Anthomyiidae/Paradelia intersecta (4front).jpg,Paradelia intersecta (4front).jpg,SEM-UBGMNT0109,0.21792666195329544,Paradelia intersecta,,front
17264,images/Diptera/Anthomyiidae/Zaphne altilega (4front).jpg,Zaphne altilega (4front).jpg,SEM-UB€,0.3773330068038695,Zaphne altilega,,front
17382,images/Diptera/Anthomyiidae/Lasiomma picipes (1dorsal) .jpg,Lasiomma picipes (1dorsal) .jpg,SEM-UBC ANT40098,0.6218963811064613,Lasiomma picipes,,dorsal
18587,images/Diptera/Tephritidae/Trypeta tortile (2ventral) .jpg,Trypeta tortile (2ventral) .jpg,SEM-UBC,0.9996229411049774,Trypeta tortile,,ventral
18714,images/Diptera/Pachyneuridae/Cramptonomyia spenceri (1dorsal) .jpg,Cramptonomyia spenceri (1dorsal) .jpg,OCR FAILED,0,Cramptonomyia spenceri,,dorsal
18858,images/Diptera/Dolichopodidae/Sympycnidelphus sp form C (2ventral) .jpg,Sympycnidelphus sp form C (2ventral) .jpg,SEM-UBC,0.9996089717409206,Sympycnidelphus sp form C,,ventral
18876,images/Diptera/Dolichopodidae/Medetera aldrichii (1dorsal) .jpg,Medetera aldrichii (1dorsal) .jpg,SEM-UBC DOL-0D;,0.2639726966826438,Medetera aldrichii,,dorsal
18932,images/Diptera/Dolichopodidae/Hydrophorus breviseta (4front).jpg,Hydrophorus breviseta (4front).jpg,SEM-UBC DCL Q035,0.24274686055537348,Hydrophorus breviseta,,front
18990,images/Diptera/Dolichopodidae/Tachytrechus sp form B (4front).jpg,Tachytrechus sp form B (4front).jpg,SEM,0.2749544084072113,Tachytrechus sp form B,,front
19051,images/Diptera/Dolichopodidae/Rhaphium nigrovittatum (4front).jpg,Rhaphium nigrovittatum (4front).jpg,SEM-UBC DOL-00B9,0.5119681650134408,Rhaphium nigrovittatum,,front
19180,images/Diptera/Lauxaniidae/Homoneura occidentalis (2ventral) .jpg,Homoneura occidentalis (2ventral) .jpg,SEM-UBC LA-0005,0.8404140099521189,Homoneura occidentalis,,ventral
19590,images/Diptera/Asilidae/Pogonosoma ridingsi (3lateral) .jpg,Pogonosoma ridingsi (3lateral) .jpg,SEM-UBC AS-0100,0.7839422546801463,Pogonosoma ridingsi,,lateral
19747,images/Diptera/Asilidae/Laphria astur (4front) .jpg,Laphria astur (4front) .jpg,SEM-UBC ASL0052,0.4360290529376127,Laphria astur,,front
19828,images/Diptera/Syrphidae/Sericomyia harveyi (1dorsal) .jpg,Sericomyia harveyi (1dorsal) .jpg,SEM-UBC SYR0290,0.7933709764031471,Sericomyia harveyi,,dorsal
20272,images/Diptera/Syrphidae/Volucella evecta (4front).jpg,Volucella evecta (4front).jpg,OCR FAILED,0,Volucella evecta,,front
20472,images/Diptera/Syrphidae/Temnostoma obscurum (2ventral) .jpg,Temnostoma obscurum (2ventral) .jpg,SEM-UBC,0.910220365498829,Temnostoma obscurum,,ventral
20604,images/Diptera/Syrphidae/Lejops bilinearis female (4front).jpg,Lejops bilinearis female (4front).jpg,OCR FAILED,0,Lejops bilinearis female,,front
20829,images/Diptera/Syrphidae/Melangyna coei male (1dorsal) .jpg,Melangyna coei male (1dorsal) .jpg,SEM-UBC,0.9996309621952075,Melangyna coei male,,dorsal
20906,images/Diptera/Tethinidae/Pelomyiella sp. (4front).jpg,Pelomyiella sp. (4front).jpg,SEM-UBC DIP-(1622,0.6983693629535188,Pelomyiella sp.,,front
21126,images/Diptera/Dixidae/Dixidae sp form A (3lateral) .jpg,Dixidae sp form A (3lateral) .jpg,OCR FAILED,0,Dixidae sp form A,,lateral
21186,images/Diptera/Muscidae/Macrorchis ausoba (4front).jpg,Macrorchis ausoba (4front).jpg,SEMLVER ,0.016259458535589726,Macrorchis ausoba,,front
21622,images/Diptera/Bibionidae/Dilophus tibialis male (4front).jpg,Dilophus tibialis male (4front).jpg,SEM-UBC,0.9999059648715947,Dilophus tibialis male,,front
21914,images/Diptera/Culicidae/Culiseta incidens female (3lateral) body.jpg,Culiseta incidens female (3lateral) body.jpg,SEM-UBC CU,0.6084615480201299,Culiseta incidens female,,lateral
21920,images/Diptera/Culicidae/Anopheles punctipennis female (2ventral) .jpg,Anopheles punctipennis female (2ventral) .jpg,SEM-UBC,0.9996174434918058,Anopheles punctipennis female,,ventral
22073,images/Diptera/Culicidae/Anopheles punctipennis female (1dorsal) .jpg,Anopheles punctipennis female (1dorsal) .jpg,SEM-UBC,0.9996354684165571,Anopheles punctipennis female,,dorsal
22568,images/Diptera/Keroplatidae/Macrocera sp (2ventral) .jpg,Macrocera sp (2ventral) .jpg,SEM-UBC,0.9996803500232284,Macrocera sp,,ventral
22615,images/Diptera/Scathophagidae/Bucephalina sp (4front).jpg,Bucephalina sp (4front).jpg,OCR FAILED,0,Bucephalina sp,,front
22703,images/Diptera/Scathophagidae/Megaphthalma pallida (4front).jpg,Megaphthalma pallida (4front).jpg,SEM-UBC SE4-0024,0.142686200629,Megaphthalma pallida,,front
22725,images/Diptera/Scathophagidae/Pleurochaetella simplicipes (4front).jpg,Pleurochaetella simplicipes (4front).jpg,SEM-U6 < SCA-(032,0.21236967703592635,Pleurochaetella simplicipes,,front
22728,images/Diptera/Scathophagidae/Okeniella dasyprocta (4front).jpg,Okeniella dasyprocta (4front).jpg,OCR FAILED,0,Okeniella dasyprocta,,front
22802,images/Diptera/Tachinidae/Bombyliomyia soror (4front).jpg,Bombyliomyia soror (4front).jpg,OCR FAILED,0,Bombyliomyia soror,,front
22869,images/Diptera/Tachinidae/Prooppia strigifrons (4front).jpg,Prooppia strigifrons (4front).jpg,SEM WEC TAC-OISD,0.16698885376912348,Prooppia strigifrons,,front
22886,images/Diptera/Tachinidae/Siphona cristata (4front).jpg,Siphona cristata (4front).jpg,OCR FAILED,0,Siphona cristata,,front
23004,images/Diptera/Tachinidae/Myxexoristops sp. (4front).jpg,Myxexoristops sp. (4front).jpg,SEM-UE6 7AC 0130,0.030572817399725147,Myxexoristops sp.,,front
23072,images/Diptera/Tachinidae/Zelia sp (4front).jpg,Zelia sp (4front).jpg,SEM-UBCWESR?,0.008179900964922208,Zelia sp,,front
23192,images/Diptera/Tachinidae/Phasia fenestrata (4front).jpg,Phasia fenestrata (4front).jpg,OCR FAILED,0,Phasia fenestrata,,front
23262,images/Diptera/Tachinidae/Cylindromyia interrupta (4front).jpg,Cylindromyia interrupta (4front).jpg,SEM-UBC TAC-0U49,0.41136136723224653,Cylindromyia interrupta,,front
23277,images/Diptera/Tachinidae/Gymnosoma occidentale (1dorsal) .jpg,Gymnosoma occidentale (1dorsal) .jpg,OCR FAILED,0,Gymnosoma occidentale,,dorsal
23337,images/Diptera/Tachinidae/Tachina latigena (4front).jpg,Tachina latigena (4front).jpg,SEM-UBC,0.5941245421290027,Tachina latigena,,front
23364,images/Diptera/Tachinidae/Celatoria diabroticae (4front).jpg,Celatoria diabroticae (4front).jpg,SEM-UBC,0.9996716981978641,Celatoria diabroticae,,front
23414,images/Diptera/Tachinidae/Archytas amethystinus (4front).jpg,Archytas amethystinus (4front).jpg,SEM-UBC TAC 0OAD,0.16801040902400008,Archytas amethystinus,,front
23551,images/Diptera/Tachinidae/Euexorista rebaptizata (4front).jpg,Euexorista rebaptizata (4front).jpg,SEM-UBC AC-00Q6,0.178806816258799,Euexorista rebaptizata,,front
23574,images/Diptera/Phoridae/Borophaga clavata (4front) .jpg,Borophaga clavata (4front) .jpg,SEM-UBC DL?-0231,0.838440773117612,Borophaga clavata,,front
23734,images/Diptera/Tipulidae/Tipula [Trichotipula] sp female (1dorsal) .jpg,Tipula [Trichotipula] sp female (1dorsal) .jpg,SEM-UBC,0.9944486193350621,Tipula [Trichotipula] sp female,,dorsal
23779,images/Diptera/Tipulidae/Tipula [Beringotipula] sp male (3lateral) .jpg,Tipula [Beringotipula] sp male (3lateral) .jpg,SEM-UBC,0.8876037250932485,Tipula [Beringotipula] sp male,,lateral
23833,images/Coleoptera/Dryopidae/Helichus basalis (3lateral).jpg,Helichus basalis (3lateral).jpg,OCR FAILED,0,Helichus basalis,,lateral
24331,images/Coleoptera/Eucnemidae/Dromaeolus californicus (4front).jpg,Dromaeolus californicus (4front).jpg,SEM-UBC COL-0RC0,0.11485602418657659,Dromaeolus californicus,,front
24378,images/Coleoptera/Nitidulidae/Epuraea rufa (labels)  [No value].jpg,Epuraea rufa (labels)  [No value].jpg,SEM-UBC,0.8313369107985709,Epuraea rufa,,labels
24602,images/Coleoptera/Ptinidae/Epauloecus unicolor (3lateral) .jpg,Epauloecus unicolor (3lateral) .jpg,"SEM-UBC COL""29034",0.7698074933723303,Epauloecus unicolor,,lateral
24778,images/Coleoptera/Ciidae/Sulcacis curtula female (4front).jpg,Sulcacis curtula female (4front).jpg,SEM-UBC COL:29138,0.7751680434616824,Sulcacis curtula female,,front
24984,images/Coleoptera/Leiodidae/Anistoma globososa (2ventral) .jpg,Anistoma globososa (2ventral) .jpg,SEM-UBC,0.9997249155531774,Anistoma globososa,,ventral
25131,images/Coleoptera/Leiodidae/Kalohydnobius strigilatus male (4front).jpg,Kalohydnobius strigilatus male (4front).jpg,SEM-UBC GOL.27644,0.12875425087007314,Kalohydnobius strigilatus male,,front
25674,images/Coleoptera/Anthicidae/Ischyropalpus turgidicollis (2ventral).jpg,Ischyropalpus turgidicollis (2ventral).jpg,SEM-UBC,0.9996840450662768,Ischyropalpus turgidicollis,,ventral
25679,images/Coleoptera/Anthicidae/Anthicus nigritus (3lateral).jpg,Anthicus nigritus (3lateral).jpg,"SEM-UBC COL""25312",0.6817657538620121,Anthicus nigritus,,lateral
25758,images/Coleoptera/Dermestidae/Megatoma perversa (4front).jpg,Megatoma perversa (4front).jpg,SEM-UBC COL2*,0.16088347014955798,Megatoma perversa,,front
26716,images/Coleoptera/Carabidae/Cicindelinae/Tetracha carolina (1dorsal).jpg,Tetracha carolina (1dorsal).jpg,OCR FAILED,0,Tetracha carolina,,dorsal
26731,images/Coleoptera/Carabidae/Cicindelinae/Cicindela limbalis form B (label).jpg,Cicindela limbalis form B (label).jpg,SEM-UBC,0.8060954555512925,Cicindela limbalis form B,,label
26766,images/Coleoptera/Carabidae/Cicindelinae/Cicindela limbalis form A (label).jpg,Cicindela limbalis form A (label).jpg,SEM-UBC,0.8128748871911567,Cicindela limbalis form A,,label
26813,images/Coleoptera/Carabidae/Omophroninae/Omophron robustum (label).jpg,Omophron robustum (label).jpg,SEM-UBC,0.846112663947075,Omophron robustum,,label
26927,images/Coleoptera/Carabidae/Carabinae/Scaphinotus cavicollis (label).jpg,Scaphinotus cavicollis (label).jpg,SEM-UBC,0.5877276747954215,Scaphinotus cavicollis,,label
27007,images/Coleoptera/Carabidae/Harpalinae/Ega/Ega laetula (label).jpg,Ega laetula (label).jpg,SEM-UBC,0.9937792351415918,Ega laetula,,label
27018,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius tomentosus (label).jpg,Chlaenius tomentosus (label).jpg,SEM-UBC,0.9998740634702552,Chlaenius tomentosus,,label
27032,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius impunctifrons (label).jpg,Chlaenius impunctifrons (label).jpg,SEM-UBC,0.9996339813642369,Chlaenius impunctifrons,,label
27037,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius nemoralis (label).jpg,Chlaenius nemoralis (label).jpg,SEM-UBC,0.9157653854836012,Chlaenius nemoralis,,label
27042,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius interruptus (label).jpg,Chlaenius interruptus (label).jpg,SEM-UBC,0.899817794593663,Chlaenius interruptus,,label
27045,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius niger (label).jpg,Chlaenius niger (label).jpg,SEM-UBC,0.9999519239398483,Chlaenius niger,,label
27049,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius aestivus (label).jpg,Chlaenius aestivus (label).jpg,SEM-UBC,0.9914125803888865,Chlaenius aestivus,,label
27073,images/Coleoptera/Carabidae/Harpalinae/Chlaenius/Chlaenius cordicollis (label).jpg,Chlaenius cordicollis (label).jpg,SEM-UBC,0.9874409139977952,Chlaenius cordicollis,,label
27117,images/Coleoptera/Carabidae/Harpalinae/Pterostichus/Pterostichus bucolicus (label).jpg,Pterostichus bucolicus (label).jpg,SEM-UBC,0.9519405665915339,Pterostichus bucolicus,,label
27141,images/Coleoptera/Carabidae/Harpalinae/Pterostichus/Pterostichus humilis (label).jpg,Pterostichus humilis (label).jpg,SEM-UBC,0.5041145102927624,Pterostichus humilis,,label
27144,images/Coleoptera/Carabidae/Harpalinae/Pterostichus/Pterostichus adoxus (label).jpg,Pterostichus adoxus (label).jpg,SEM-UBC,0.9340726207758961,Pterostichus adoxus,,label
27178,images/Coleoptera/Carabidae/Harpalinae/Pterostichus/Pterostichus stygicus (label).jpg,Pterostichus stygicus (label).jpg,SEM-UBC,0.985802689735091,Pterostichus stygicus,,label
27202,images/Coleoptera/Carabidae/Harpalinae/Pterostichus/Pterostichus relictus (label).jpg,Pterostichus relictus (label).jpg,SEM-UBC,0.4093928805139687,Pterostichus relictus,,label
27217,images/Coleoptera/Carabidae/Harpalinae/Pterostichus/Pterostichus surgens (label).jpg,Pterostichus surgens (label).jpg,SEM-UBC,0.9212682426649796,Pterostichus surgens,,label
27298,images/Coleoptera/Carabidae/Harpalinae/Acupalpus/Acupalpus testaceus (label).jpg,Acupalpus testaceus (label).jpg,SEM-UBC,0.9998317530538853,Acupalpus testaceus,,label
27299,images/Coleoptera/Carabidae/Harpalinae/Acupalpus/Acupalpus pauperculus (label).jpg,Acupalpus pauperculus (label).jpg,SEM-UBC,0.9999068209781197,Acupalpus pauperculus,,label
27309,images/Coleoptera/Carabidae/Harpalinae/Acupalpus/Acupalpus nanellus (label).jpg,Acupalpus nanellus (label).jpg,SEM-UBC,0.9999153369722462,Acupalpus nanellus,,label
27313,images/Coleoptera/Carabidae/Harpalinae/Atranus/Atranus pubescens (label).jpg,Atranus pubescens (label).jpg,SEM-UBC,0.8792112962104709,Atranus pubescens,,label
27317,images/Coleoptera/Carabidae/Harpalinae/Oodes/Oodes americanus (label).jpg,Oodes americanus (label).jpg,SEM-UBC,0.7800447466495247,Oodes americanus,,label
27319,images/Coleoptera/Carabidae/Harpalinae/Oodes/Oodes amaroides (label).jpg,Oodes amaroides (label).jpg,SEM-UBC,0.9739778374279044,Oodes amaroides,,label
27330,images/Coleoptera/Carabidae/Harpalinae/Badister/Badister transversus (label).jpg,Badister transversus (label).jpg,SEM-UBC,0.9999097047036208,Badister transversus,,label
27340,images/Coleoptera/Carabidae/Harpalinae/Badister/Badister micans (label).jpg,Badister micans (label).jpg,SEM-UBC,0.7967104058710025,Badister micans,,label
27341,images/Coleoptera/Carabidae/Harpalinae/Badister/Badister reflexus (label).jpg,Badister reflexus (label).jpg,SEM-UBC,0.9999559791190087,Badister reflexus,,label
27351,images/Coleoptera/Carabidae/Harpalinae/Badister/Badister pulchellus form B (label).jpg,Badister pulchellus form B (label).jpg,SEM-UBC,0.7596224645522437,Badister pulchellus form B,,label
27352,images/Coleoptera/Carabidae/Harpalinae/Badister/Badister notatus (label).jpg,Badister notatus (label).jpg,SEM-UBC,0.8351444811291565,Badister notatus,,label
27355,images/Coleoptera/Carabidae/Harpalinae/Badister/Badister pulchellus form A (label).jpg,Badister pulchellus form A (label).jpg,SEM-UBC,0.7864888966731028,Badister pulchellus form A,,label
27362,images/Coleoptera/Carabidae/Harpalinae/Loxandrus/Loxandrus minor (label).jpg,Loxandrus minor (label).jpg,SEM-UBC,0.9749392699450508,Loxandrus minor,,label
27377,images/Coleoptera/Carabidae/Harpalinae/Diplocheila/Diplocheila impressicollis (label).jpg,Diplocheila impressicollis (label).jpg,SEM-UBC,0.9997914246961275,Diplocheila impressicollis,,label
27379,images/Coleoptera/Carabidae/Harpalinae/Diplocheila/Diplocheila assimilis (label).jpg,Diplocheila assimilis (label).jpg,SEM-UBC,0.8139237516061028,Diplocheila assimilis,,label
27381,images/Coleoptera/Carabidae/Harpalinae/Diplocheila/Diplocheila major major (label).jpg,Diplocheila major major (label).jpg,SEM-UBC,0.8734173579917183,Diplocheila major major,,label
